 ,N1,H2,H3,C4,H5,C6,H7,H8,C9,H10,C11,H12,H13,H14,C15,H16,H17,H18,C19,O20,N21,H22,C23,H24,C25,H26,H27,C28,C29,H30,C31,N32,H33,C34,C35,H36,C37,H38,C39,H40,C41,H42,C43,O44,O45,H46
H16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022468448405739583,0.02460192949845652,0.00021708048222190968,0.00014936351221561672,2.671939443366078e-05,6.837549566540702e-07,6.278780423807362e-06,2.1355706159020826e-07,2.9258899816309025e-06,1.118756176587965e-08,3.5702291434347444e-07,4.175598304900774e-07,1.6581785702296514e-06,7.346789399065301e-09,5.907199160493093e-06,1.7954895774607849e-06,3.2906997127213344e-08,1.744656556068591e-05,2.435157304492286e-05,6.30020848824131e-08,3.9086122000764334e-05,4.543471414653055e-06,4.550237048972505e-05,8.821443604478674e-07,0.0001099639519070994,4.870675777590705e-06,1.4788535749321596e-06,3.477056458311978e-07,1.560083726648287e-07,3.553363403518972e-08
H17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325069257017165,0.0008459329975607499,0.0005160390165557249,5.684244465142818e-05,9.342846827298246e-06,1.52593420652547e-05,4.038241120163377e-06,4.160603468861268e-06,1.6426721960449697e-07,9.103959655032412e-07,2.5895982045387456e-06,7.1475790011099605e-06,4.936608766215045e-08,6.272927395301053e-06,9.765944003037319e-06,3.0353318081211e-08,5.522659369305849e-05,1.4759578542467011e-05,9.31972403694914e-08,0.00014553605669775926,5.538666728810426e-06,3.3673722749538726e-05,3.358041185119731e-07,0.00015117622356841665,6.542508188100982e-06,7.604279825823568e-07,2.1852738885108636e-07,1.0885531076532118e-07,1.8199754148184866e-08
H18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55412602628791e-05,9.823053824131733e-05,1.950552859164567e-05,6.21275484169459e-07,4.3542029095622325e-06,5.448212869740843e-07,5.027817023828263e-06,1.210979216903496e-06,6.175926321461134e-07,7.02182701697307e-05,0.00017147669386718967,1.4334030207230342e-07,0.0004347973210840905,0.00015852112458070167,6.215974401868607e-08,0.0002711950256097939,0.00016696331052945546,2.0807408038781006e-06,0.005413542770953406,3.571931808044049e-05,0.0030564014788440064,1.5369460082181874e-05,0.010837773034955811,0.00020216735647604622,8.07146861792063e-07,2.8536060803219243e-07,1.1682951495117777e-07,5.646247402957272e-08
C19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.760990096462898,3.527316598743359,0.13683800623398346,0.2785722951214168,0.029648226821680668,0.036534121834144395,0.0008343295361865621,0.0039895887212146874,0.0039489202126793965,0.0012518835921057903,2.4820296936844954e-05,0.00195476455603133,0.0004621353746664669,2.5793385289851756e-06,0.00028576737071439595,0.0008653366442243349,0.000327394357560129,7.956283227214533e-05,2.6490979707638473e-06,0.00025098238632970116,1.282503784505451e-06,0.00013513654823985033,3.329519174588569e-06,0.03195001571361433,0.00418139486370539,0.005664537269351122,0.0013373322780264596
O20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5435495864302909,0.02253761772274443,0.07030178378831127,0.05937744125703048,0.010493659165197247,0.0011182875678905635,0.001627022961963931,0.0012999221755502777,0.0010056441873290412,3.7589027432671784e-05,0.0005623759246822929,9.758608249357814e-05,4.450836108671474e-06,0.00019791749833467098,0.0005728352681990123,0.0003056475164562311,5.165324182833386e-05,1.411208099044714e-06,0.0001924276252350393,1.3495343602620835e-06,8.341342358654524e-05,2.354708423024654e-06,0.01179960940826641,0.0027438752485327567,0.001868426116642688,0.0004473986777753236
N21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8484610973606357,2.752560714268388,0.09885583774858209,0.1785540898242662,0.00665632040762465,0.025952101816839268,0.01780824026293118,0.00330032521627803,6.618798102997481e-05,0.0071839658581080434,0.0013391212575152578,6.976705264505334e-06,0.0010679434294673662,0.005313327823344816,0.0026175359592246483,0.00022647475264227224,9.966285889229098e-06,0.0008173932081055324,5.7148099383841355e-06,0.0003377259579323971,1.072734213347637e-05,0.19877454508733627,0.03901399090927202,0.028633751117614112,0.005306837309817847
H22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09754897854149203,0.029741529166929848,0.004141725177852051,0.0018102632334795477,6.655801580235376e-05,0.00021079220481778904,0.00014611525502150613,1.3549036345983367e-05,0.00032380608077442474,3.717016735349521e-05,4.9363891896359036e-06,4.134729392668568e-05,0.001300723382296698,0.0011398288824890912,7.672132218661254e-05,2.237949528360872e-06,0.00019976798107579352,3.324874840560099e-06,0.00011426477609743912,1.1992229089319295e-05,0.013102601804812375,0.02709732841596768,0.002177541570721364,9.318112924461275e-05
C23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8723490181398386,2.7369010820663733,0.07948211733720645,0.09132366288440386,0.1750006495545971,0.04775289190609547,0.00033905952079349433,0.020549333315461105,0.01248231094345767,0.00015911347711250468,0.004767078972253896,0.00219482041764521,0.0005903489497471881,0.0007720465944872634,5.976548084229982e-05,0.0015469677057934894,2.8179748221557332e-06,0.0009214152196483638,5.493822772040247e-06,2.475074984989889,0.2735656380418131,0.21222803482549474,0.053770204681041545
H24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07844809285684962,0.030430745390501723,0.004787101698611851,0.009601446426379279,0.002948960267791567,0.0002998603703561198,0.0004205179858463026,0.00042074180996809485,4.440195193922136e-05,0.0004431390727558382,0.000441789994402364,0.00023577083199599613,4.5373467385090294e-05,1.2357780727612067e-06,5.5035646557732854e-05,3.0722836343866078e-06,0.00016688822038424256,1.1507058215176613e-06,0.11464946956528355,0.028198288081495937,0.010714344180637991,0.0006890146608102832
C25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9373949769841718,1.8610250730078461,2.5594596591043217,0.25317296011010015,0.005870764640356629,0.18998083734005217,0.04842209479363027,0.0025205218243800065,0.03310791422542486,0.01603900805178307,0.004200567413551237,0.004997452473603808,0.0010538739488503701,0.004074979554173616,0.00015038123609856235,0.0022153096830902774,7.551702425301343e-05,0.1939686907133187,0.042494402764627195,0.03138408181109338,0.0019914557450831927
H26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024172232989461584,0.10607769257073718,0.027803856983759534,0.0002092366895265485,0.01181886545520805,0.004258433199120226,0.0006978852079320141,0.0014624750349319093,0.004936811037961286,0.005322716207730505,0.00043415860890783087,5.6511469489484156e-05,0.0009187939873926965,5.6585515874507664e-05,0.0006068156022493998,3.735257235715217e-05,0.010668257928905467,0.00206761803948885,0.0008157296737618669,0.000151077792293286
H27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09969956841529193,0.018272527527060323,0.001823479186826571,0.021775034685404426,0.003327230070542475,8.295971954308534e-05,0.0028498319177121534,0.0012596683233880857,0.0002244134912299245,0.0005907435743723877,7.953998224130565e-05,0.0006655646363250556,1.6704913134990562e-05,0.00023560046574933047,3.915536096465999e-06,0.009784507624502892,0.0017072085146526694,0.015217587027140933,0.0003121157614551784
C28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1195526460650616,0.11764038682546207,3.256139914145376,0.49073024096718426,0.025520275618166055,0.3419385737420817,0.2313324911699674,0.008100496033481619,0.040482728598789514,0.003720363622715661,0.07191873515605508,0.0029361496031024004,0.026749958035663685,0.0003636181684882889,0.02913564933677376,0.007325056140887326,0.005084554543265771,0.000438730667226217
C29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0949810744743163,0.39992674047696597,3.1023884989506167,0.11068171169081165,0.459667375458757,0.1123538753701093,0.000806577741512271,0.07540987990543496,0.000661407033461181,0.030632321053695066,0.0009521502412850325,0.07908407426960717,0.0009037837856589181,0.00743498656903549,0.002855275237188745,0.0008153625840336409,0.00029605782311170614
H30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031129966090724936,0.09961913540762746,0.004902685227864412,0.027925577058424134,0.0030191732201787502,6.010828653013611e-05,0.0027643818482216975,4.5460808313579903e-05,0.0009846187907759374,0.0001130707532852604,0.0009401092569076841,0.00010854345700073154,7.095231904719057e-05,5.0036478072446045e-05,1.9505835995636822e-05,2.544013870675599e-07
C31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3909567591175871,0.03117667984160777,3.3551898234829993,3.460577716341408,0.12719914830996504,0.2859123464360376,0.02662823767858047,0.3371193027610776,0.027780049065174506,0.2321563505120858,0.003927909436941546,0.004218703478154062,0.0010964865685713227,0.0009438890431272967,0.00012132579361423534
N32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9917594402815588,3.2745109889907815,0.04855976017337241,0.00416351692500494,0.2531465149055684,0.007259793009671611,0.05084095105398166,0.0004467938847569908,0.06728385697317332,0.002972449422899315,0.002199414436483166,0.0008716699465015632,0.0002464594469564624,9.014461008771679e-05
H33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11632365904759157,0.003519027565874411,0.001420742620084292,0.0070296779842887736,0.0033788453206198277,0.0005111346906393477,4.021173098678332e-05,0.0005823488553802214,7.06141553226125e-05,8.04720778438961e-05,3.170410722153072e-05,1.2172020809830819e-05,1.8667460264243374e-06
C34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301272508042722,0.027398463569335618,3.5824027779086185,0.13239388426779075,0.22829781004001515,0.004030685489863295,0.35681455289151925,0.02821308111480958,0.0012450710342123972,0.0003041162054488733,0.00022615233980366467,3.637147508028793e-05
C35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9964385688815527,0.30803711144095314,0.0035970827542541883,3.9578568004966095,0.13197440202648858,0.32033641862958667,0.025755611644452614,0.000496099773744707,0.00011070405374991044,9.260734660511416e-05,2.0278654172756205e-05
H36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003533805805221224,0.0007833403572066189,0.12529823840382515,0.008502187566789887,0.027395046185884953,0.0011277293700324709,9.068760111352603e-05,1.4828864137728104e-05,2.9294457988049416e-05,1.4063604836245247e-07
C37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9896005825961467,0.3190871812176831,0.026180834831015964,3.7845357890492957,0.12939446333401738,0.0002477605925479409,6.733154469810987e-05,5.9297770587912746e-05,1.0353741441981867e-05
H38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02739442120390334,0.0010625437817761707,0.12436189873565051,0.008390786194208744,3.513635024487982e-05,9.39639901109679e-06,1.0960546464100496e-05,8.131352591256302e-08
C39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0047208147796614,3.696446972266326,0.11991566349325888,0.00035420130543939443,9.987948772299804e-05,4.759949867572805e-05,2.2417852387768278e-05
H40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1250436138510369,0.00807909004108387,1.0629275226659018e-06,3.0846752785418374e-07,4.970028650852498e-07,1.234328232957438e-07
C41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9769803059382005,0.00023861691040275024,5.254645261508484e-05,2.6726065211507555e-05,1.5719651372925192e-05
H42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7108480814265192e-06,1.3471569026979324e-07,1.144626348148492e-07,2.4495039774308225e-08
C43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.215831816644445,3.3012046847854166,0.16452540563111817
O44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512499080257571,0.06864284604345428
O45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.553710982909053
H46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
